chr	start	end	length	sequence	chip.sample001.tsv	chip.sample002.tsv	chip.sample003.tsv	chip.sample004.tsv	chip.sample005.tsv	chip.sample006.tsv	chip.sample007.tsv	chip.sample008.tsv	chip.sample009.tsv	chip.sample010.tsv
ENSG00000226800	19	3607246	3613930	6684	NA	0	2	0	1	2	6	3	2	7	10
ENSG00000226801	9	33968070	33968518	448	NA	0	0	0	1	0	0	0	0	1	0
ENSG00000226802	X	128440928	128441785	857	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000226803	6	57114893	57174236	59343	NA	0	0	5	2	11	6	12	3	25	8
ENSG00000226804	1	44150593	44151753	1160	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000226806	2	135820190	135823087	2897	NA	0	0	0	2	1	6	10	7	0	1
ENSG00000226807	8	141433828	141507230	73402	NA	1	0	3	0	0	2	0	0	2	3
ENSG00000226808	10	43859410	43895433	36023	NA	1	3	0	0	1	2	2	0	6	1
ENSG00000226810	5	54857271	54858491	1220	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000226812	20	44347551	44355185	7634	NA	0	0	0	0	0	0	0	0	4	7
ENSG00000226813	2	126110098	126117985	7887	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000226814	1	192800570	192801141	571	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000226816	7	23206012	23208045	2033	NA	1	3	6	5	11	5	11	6	17	8
ENSG00000226818	21	19244542	19246392	1850	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000226819	2	66426734	66433470	6736	NA	0	0	0	0	0	0	0	0	1	0
ENSG00000226820	X	66437344	66440668	3324	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000226822	1	108040262	108076020	35758	NA	1	2	6	1	4	12	7	2	28	9
ENSG00000226823	9	33503654	33510711	7057	NA	2	2	1	0	0	4	0	0	7	7
ENSG00000226824	7	66654537	66669855	15318	NA	1	2	3	1	1	6	8	4	12	28
ENSG00000226825	9	107420283	107430802	10519	NA	0	0	0	0	0	0	0	0	0	1
ENSG00000226827	7	11257680	11258535	855	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000226828	1	243917401	244047317	129916	NA	0	0	0	1	3	0	0	1	3	3
ENSG00000226829	7	68150282	68288233	137951	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000226831	2	131395216	131395542	326	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000226833	2	28708952	28736205	27253	NA	3	1	0	9	1	2	2	2	11	18
ENSG00000226835	1	94247865	94334848	86983	NA	0	0	0	0	0	0	0	0	1	0
ENSG00000226836	8	15943126	15943532	406	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000226837	X	98422137	98422809	672	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000226838	7	45816556	45821064	4508	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000226839	2	143094232	143094715	483	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000226840	6	73327523	73329017	1494	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000226842	10	32281685	32282829	1144	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000226843	1	208255289	208255376	87	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000226845	3	40596206	40597494	1288	NA	0	0	0	0	0	1	0	0	0	1
ENSG00000226846	13	71015140	71168417	153277	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000226847	2	164213538	164214414	876	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000226849	1	11068470	11073097	4627	NA	1	1	1	0	3	0	4	1	1	5
ENSG00000226851	7	112328188	112409623	81435	NA	3	0	3	0	0	1	0	2	13	12
ENSG00000226853	2	174487388	174488386	998	NA	0	0	3	1	1	1	4	2	1	9
ENSG00000226854	X	75903104	75904858	1754	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000226855	1	154378206	154379089	883	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000226856	2	118132127	118186386	54259	NA	0	0	1	0	0	1	0	1	0	1
ENSG00000226857	7	147146341	147146756	415	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000226859	3	186476726	186478370	1644	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000226860	2	82609651	82609977	326	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000226861	10	8298896	8301667	2771	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000226862	1	202604267	202605293	1026	NA	0	2	1	0	0	3	0	0	6	1
ENSG00000226863	Y	12537772	12544883	7111	NA	0	0	0	0	0	0	1	0	0	0
ENSG00000226864	10	121928311	121951965	23654	NA	0	2	5	2	2	1	2	3	11	5
ENSG00000226867	X	52781451	52785786	4335	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000226868	1	211715927	211725402	9475	NA	0	0	0	0	0	0	0	0	1	1
ENSG00000226869	7	104738596	104804107	65511	NA	3	0	1	0	0	0	0	0	11	5
ENSG00000226870	X	71719141	71721278	2137	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000226871	17	8318087	8318712	625	NA	3	2	0	0	0	0	1	0	9	8
ENSG00000226872	22	21031356	21043969	12613	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000226873	Y	23674378	23675392	1014	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000226874	7	30544052	30544431	379	NA	1	0	4	1	2	0	0	1	12	2
ENSG00000226875	20	21265853	21266465	612	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000226876	1	246108625	246113866	5241	NA	0	0	0	1	0	0	0	0	1	2
ENSG00000226877	9	83829655	83837861	8206	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000226878	2	159056093	159056859	766	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000226881	X	50905437	50905866	429	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000226883	1	59754746	59789182	34436	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000226884	2	61589497	61589663	166	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000226885	22	21268160	21268903	743	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000226886	2	132037786	132037993	207	NA	0	2	1	0	0	0	0	0	9	1
ENSG00000226887	4	52722617	52751640	29023	NA	9	4	4	4	4	3	6	9	40	21
ENSG00000226888	10	59088700	59089039	339	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000226889	1	161765324	161766227	903	NA	0	0	0	0	0	0	1	0	1	0
ENSG00000226890	16	1625627	1626160	533	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000226891	1	64972224	65002489	30265	NA	4	2	3	4	0	3	3	1	18	39
ENSG00000226899	10	124945203	124946432	1229	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000226900	10	132511625	132518191	6566	NA	1	0	0	0	0	0	0	0	1	5
ENSG00000226902	X	123785008	123785451	443	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000226903	13	111899984	111901176	1192	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000226904	9	68228650	68229312	662	NA	0	0	0	0	0	0	0	0	0	1
ENSG00000226905	2	106963192	106963674	482	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000226906	Y	22936454	22973284	36830	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000226908	13	21483833	21484174	341	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000226912	22	26644888	26645336	448	NA	0	0	0	0	0	0	0	0	1	4
ENSG00000226913	3	49549305	49554366	5061	NA	1	0	0	0	0	0	0	0	3	2
ENSG00000226915	2	130293821	130294405	584	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000226917	6	41502443	41519852	17409	NA	0	0	0	0	0	0	0	0	1	0
ENSG00000226918	Y	21311267	21318895	7628	NA	0	0	0	0	0	0	4	0	1	0
ENSG00000226919	1	240765556	240768680	3124	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000226920	1	229440283	229441020	737	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000226921	13	113878488	113883651	5163	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000226925	2	102172620	102182108	9488	NA	0	0	0	0	0	0	0	0	2	1
ENSG00000226926	5	103430405	103526618	96213	NA	0	0	1	1	0	0	0	0	4	0
ENSG00000226927	1	220359730	220360183	453	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000226928	2	111295628	111296046	418	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000226929	X	120933839	120937158	3319	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000226930	21	13443372	13489176	45804	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000226933	3	46023295	46024156	861	NA	0	0	0	1	0	1	0	0	0	0
ENSG00000226935	21	28539317	28540355	1038	NA	0	0	0	0	0	0	2	1	0	1
ENSG00000226937	10	45002221	45076066	73845	NA	0	1	2	0	6	6	4	3	13	4
ENSG00000226938	1	53348487	53349233	746	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000226939	2	139366164	139379147	12983	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000226941	Y	22308822	22417881	109059	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000226942	16	29335	38321	8986	NA	0	0	3	3	1	33	14	17	5	0
ENSG00000226943	7	6923803	6930835	7032	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000226944	1	6204839	6205780	941	NA	1	1	1	0	0	0	0	0	3	1
ENSG00000226945	1	206907618	206908229	611	NA	0	0	0	8	16	27	11	11	2	1
ENSG00000226946	2	161568501	161570185	1684	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000226947	1	152644392	152644717	325	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000226948	20	4629426	4630219	793	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000226949	1	158742145	158743415	1270	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000226950	4	52712403	52720351	7948	NA	22	43	68	125	216	150	270	325	301	173
ENSG00000226952	1	100099238	100099490	252	NA	0	0	0	0	0	0	0	1	0	0
ENSG00000226953	2	133264967	133284762	19795	NA	0	1	1	0	0	2	0	0	9	5
ENSG00000226954	22	49718052	49724506	6454	NA	0	0	0	0	1	0	1	0	0	1
ENSG00000226955	3	32592971	32593312	341	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000226956	21	17659275	17660384	1109	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000226957	1	46046817	46048368	1551	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000226960	1	93927713	93928302	589	NA	0	0	0	0	0	0	0	1	0	0
ENSG00000226961	2	11351626	11352118	492	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000226962	7	115136474	115137220	746	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000226963	2	172427773	172428603	830	NA	0	0	1	0	0	0	0	0	0	0
ENSG00000226964	10	47706202	47706802	600	NA	0	0	0	0	0	0	1	0	2	2
ENSG00000226965	7	110432238	110534754	102516	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000226967	1	170369222	170370367	1145	NA	0	0	0	0	0	1	0	0	1	0
ENSG00000226968	13	32877430	32911650	34220	NA	0	0	0	2	0	0	2	8	0	0
ENSG00000226969	1	2049202	2050070	868	NA	0	0	0	1	0	0	2	0	2	0
ENSG00000226970	1	84244333	84244577	244	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000226971	X	48446892	48448879	1987	NA	1	0	0	0	0	0	0	0	1	1
ENSG00000226972	2	44270620	44271106	486	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000226973	1	115471940	115476027	4087	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000226975	Y	10169787	10170314	527	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000226976	6	37044859	37045189	330	NA	0	0	0	0	0	2	0	0	0	0
ENSG00000226977	13	95809309	95809607	298	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000226978	7	79008987	79012277	3290	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000226979	6	31572053	31574324	2271	NA	0	4	7	56	78	92	102	151	12	9
ENSG00000226981	17	20814619	20844257	29638	NA	0	1	0	0	0	0	0	0	1	0
ENSG00000226982	12	89500092	89502670	2578	NA	0	0	0	0	0	0	0	0	1	0
ENSG00000226983	21	24840549	25057746	217197	NA	0	0	0	0	1	0	0	0	0	0
ENSG00000226984	1	114459933	114460360	427	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000226985	X	13335240	13373634	38394	NA	0	0	0	0	0	0	0	1	0	0
ENSG00000226986	1	211207238	211207897	659	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000226987	9	131240686	131241724	1038	NA	0	0	0	0	0	1	3	1	0	3
ENSG00000226989	22	42853402	42853799	397	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000226990	10	8400859	8461863	61004	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000226991	2	110358789	110359126	337	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000226992	2	238788647	238789716	1069	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000226994	2	34799849	35185689	385840	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000226995	20	5426894	5471094	44200	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000226996	21	24043256	24050286	7030	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000226998	9	31505279	31505943	664	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000226999	7	45534522	45534681	159	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000227000	1	33838522	33840140	1618	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000227001	1	21424624	21427967	3343	NA	0	0	0	0	0	0	1	0	4	0
ENSG00000227002	1	223644109	223644383	274	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000227004	2	199872171	199872378	207	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000227006	1	230258693	230268483	9790	NA	1	0	0	1	2	1	2	2	3	3
ENSG00000227007	2	6366009	6375422	9413	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000227008	X	133670970	133671386	416	NA	0	0	0	0	0	0	0	0	1	0
ENSG00000227009	22	39155524	39155945	421	NA	0	0	0	0	0	2	0	1	0	0
ENSG00000227011	17	52985519	52987652	2133	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000227012	6	111900488	111901851	1363	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000227013	8	8039977	8040953	976	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000227014	7	29988599	30025660	37061	NA	1	1	1	1	1	1	3	0	2	5
ENSG00000227015	7	57770618	57770946	328	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000227016	1	72765030	72791282	26252	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000227017	7	30176386	30179014	2628	NA	0	1	0	2	1	2	0	3	2	2
ENSG00000227018	17	15783287	15784307	1020	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000227019	13	46460608	46461121	513	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000227021	2	216868011	216869156	1145	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000227023	11	4937370	4938294	924	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000227028	2	39786452	40255209	468757	NA	0	1	0	2	0	4	1	1	3	0
ENSG00000227029	10	43912443	43914236	1793	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000227032	10	96620876	96621707	831	NA	1	0	0	0	1	5	5	6	1	1
ENSG00000227033	2	231978487	232015720	37233	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000227034	1	99008217	99008474	257	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000227035	7	64106821	64107572	751	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000227036	17	72323122	72640472	317350	NA	1	3	3	0	3	3	2	3	27	61
ENSG00000227038	7	76090430	76108779	18349	NA	0	1	1	0	0	1	1	0	2	3
ENSG00000227039	21	44921050	44929678	8628	NA	20	44	10	241	714	563	330	301	93	130
ENSG00000227040	4	56760918	56761485	567	NA	0	0	0	1	0	0	0	1	0	0
ENSG00000227042	X	10242338	10365323	122985	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000227043	1	229875549	229885752	10203	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000227045	1	151701025	151708386	7361	NA	0	0	0	0	0	1	0	0	1	2
ENSG00000227047	2	20499570	20501311	1741	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000227048	1	201428974	201429361	387	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000227050	1	27938874	27960193	21319	NA	0	0	0	0	0	0	0	0	1	1
ENSG00000227051	14	96039323	96094080	54757	NA	300	355	511	27	25	54	63	17	1597	1887
ENSG00000227053	7	101014319	101017608	3289	NA	0	0	0	0	0	0	0	0	0	3
ENSG00000227054	21	25692179	25692554	375	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000227055	2	159812233	159814009	1776	NA	0	0	0	0	2	4	2	0	0	0
ENSG00000227056	1	119219313	119220096	783	NA	0	0	0	0	0	0	1	0	0	0
ENSG00000227057	6	33279107	33289527	10420	NA	82	112	194	263	330	305	253	372	452	387
ENSG00000227058	X	52545150	52547695	2545	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000227059	12	133218311	133236095	17784	NA	2	0	0	0	0	0	0	0	0	0
ENSG00000227060	X	134549972	134559923	9951	NA	0	0	0	0	0	1	0	0	0	0
ENSG00000227061	2	197568	202605	5037	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000227062	1	80464300	80464718	418	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000227063	20	21755269	21755350	81	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000227064	X	132907278	132907575	297	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000227066	1	20154337	20160568	6231	NA	1	0	0	0	0	0	1	0	6	1
ENSG00000227067	X	103961810	103962279	469	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000227068	9	125567578	125573023	5445	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000227069	9	40346143	40347052	909	NA	0	0	0	0	0	0	0	0	0	1
ENSG00000227070	1	51518308	51561629	43321	NA	1	0	2	1	8	5	17	25	0	2
ENSG00000227071	9	20683303	20684688	1385	NA	0	0	0	0	0	2	0	1	0	3
ENSG00000227072	6	108387511	108388080	569	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000227073	7	135444460	135444925	465	NA	1	0	0	0	0	0	0	0	0	0
ENSG00000227075	21	21933314	21975681	42367	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000227076	10	127934697	127936167	1470	NA	1	2	2	0	1	0	2	0	8	3
ENSG00000227077	17	18572751	18572961	210	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000227078	17	19419034	19424357	5323	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000227080	7	51388429	51389114	685	NA	1	3	3	3	3	5	5	6	5	9
ENSG00000227081	12	3211662	3211917	255	NA	0	0	0	1	0	0	1	0	3	5
ENSG00000227082	1	121396753	121463129	66376	NA	0	0	1	1	4	11	6	0	6	3
ENSG00000227083	X	147900177	147901459	1282	NA	0	0	0	0	1	0	1	0	2	3
ENSG00000227087	5	80331572	80332541	969	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000227088	2	77652412	77654668	2256	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000227089	6	21354410	21355296	886	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000227090	21	24886675	24902756	16081	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000227091	1	110166185	110172489	6304	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000227094	1	162316851	162317794	943	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000227096	10	116439467	116440044	577	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000227097	11	82689558	82689768	210	NA	1	0	2	2	2	0	3	0	2	2
ENSG00000227098	2	176845992	176849428	3436	NA	0	0	1	0	0	0	0	0	0	0
ENSG00000227101	10	4024939	4028394	3455	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000227102	1	248549443	248549762	319	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000227104	1	55938713	55939280	567	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000227105	13	110936758	110939784	3026	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000227107	2	237612976	237626525	13549	NA	3	0	1	0	0	2	0	0	5	5
ENSG00000227108	14	105900637	105900654	17	NA	0	0	0	0	0	1	1	0	0	0
ENSG00000227109	1	202096758	202096978	220	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000227110	3	7952804	8611924	659120	NA	0	0	6	5	1	0	0	0	10	11
ENSG00000227113	7	65075022	65078780	3758	NA	1	1	0	1	0	2	1	1	5	2
ENSG00000227115	18	51346248	51643939	297691	NA	0	0	0	0	0	1	0	0	0	2
ENSG00000227116	6	19730426	19734567	4141	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000227117	22	30008741	30080480	71739	NA	0	0	0	0	0	0	0	0	0	1
ENSG00000227118	4	98740741	98741231	490	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000227120	2	95436132	95436556	424	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000227121	10	52973487	52975815	2328	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000227123	3	44937672	44938482	810	NA	0	0	0	0	0	0	0	0	3	0
ENSG00000227124	3	75709642	75785583	75941	NA	11	15	16	28	52	33	49	61	188	124
ENSG00000227125	11	131204998	131215163	10165	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000227128	10	101229593	101270148	40555	NA	1	0	2	0	0	0	0	0	17	2
ENSG00000227131	6	40271565	40276237	4672	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000227133	2	26160022	26161136	1114	NA	1	0	0	0	0	0	0	0	0	0
ENSG00000227134	2	146477426	146478113	687	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000227135	1	247524678	247526752	2074	NA	0	0	1	3	1	0	4	0	7	0
ENSG00000227138	9	10777356	10777525	169	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000227139	1	147697793	147699335	1542	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000227140	4	9339402	9340995	1593	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000227141	1	179586704	179589175	2471	NA	0	0	0	0	0	1	1	0	0	5
ENSG00000227143	10	121178699	121185966	7267	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000227145	4	122618982	122689156	70174	NA	1	0	1	3	13	29	14	65	1	4
ENSG00000227148	7	63044826	63054431	9605	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000227149	2	140216996	140217239	243	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000227150	9	134552737	134553897	1160	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000227151	13	57160631	57163653	3022	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000227152	1	248441206	248442133	927	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000227154	6	35443043	35449866	6823	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000227155	9	452491	492248	39757	NA	3	0	3	1	13	37	21	12	26	15
ENSG00000227157	2	104411200	104415612	4412	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000227158	17	17422680	17423704	1024	NA	0	0	0	0	2	0	0	0	1	1
ENSG00000227159	X	156025663	156027877	2214	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000227160	11	32112048	32343409	231361	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000227161	15	59644297	59672302	28005	NA	0	0	0	0	0	1	2	0	1	2
ENSG00000227163	1	44087957	44088477	520	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000227165	10	120761811	120851345	89534	NA	0	0	2	0	0	2	2	1	13	4
ENSG00000227166	Y	15547215	15593331	46116	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000227167	9	18360596	18362220	1624	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000227169	1	4551734	4552145	411	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000227170	8	115509601	115511325	1724	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000227172	7	39545645	39566239	20594	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000227173	10	65169437	65169869	432	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000227175	10	13528515	13530262	1747	NA	0	0	1	0	0	0	0	0	0	1
ENSG00000227176	2	170077223	170078294	1071	NA	1	0	0	1	0	2	2	0	5	2
ENSG00000227177	1	172885946	172886258	312	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000227179	1	111382859	111391819	8960	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000227180	2	174299323	174300956	1633	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000227181	1	182712861	182714544	1683	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000227182	7	57422829	57423725	896	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000227183	X	131646638	131646890	252	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000227186	10	75023474	75024251	777	NA	0	0	0	0	0	0	0	1	1	0
ENSG00000227187	2	175033777	175034192	415	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000227188	22	39475806	39476822	1016	NA	3	0	3	0	0	1	0	3	13	6
ENSG00000227189	4	1151371	1153701	2330	NA	0	0	0	1	1	0	0	0	3	2
ENSG00000227191	7	38239579	38368091	128512	NA	9	18	48	54	31	50	57	29	80	86
ENSG00000227192	6	143039424	143042324	2900	NA	1	1	0	0	2	2	0	0	1	2
ENSG00000227193	1	121118125	121146826	28701	NA	0	0	0	0	0	0	0	0	0	2
ENSG00000227195	20	26186919	26251526	64607	NA	1	5	3	0	0	1	0	0	4	8
ENSG00000227196	14	105884869	105884888	19	NA	0	0	0	0	3	3	1	0	0	0
ENSG00000227197	7	132830692	132849593	18901	NA	0	0	0	0	0	0	0	0	1	1
ENSG00000227198	6	31658328	31660721	2393	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000227199	7	116952445	116954334	1889	NA	0	7	3	0	0	1	3	0	7	21
ENSG00000227200	9	124262875	124265809	2934	NA	0	0	0	0	0	2	0	0	3	0
ENSG00000227201	22	30046275	30047193	918	NA	1	1	1	0	1	1	0	0	0	4
ENSG00000227203	8	11790004	11790386	382	NA	0	0	1	0	1	0	0	1	0	0
ENSG00000227204	Y	8127129	8144203	17074	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000227205	1	119853315	119853748	433	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000227206	6	29124209	29128908	4699	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000227207	1	72301471	72301829	358	NA	0	0	0	0	0	0	0	0	1	0
ENSG00000227209	10	80940664	80941201	537	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000227210	2	19990216	20004210	13994	NA	0	1	0	0	1	0	1	1	6	8
ENSG00000227211	X	102615472	102615820	348	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000227212	1	144442605	144443004	399	NA	0	0	0	0	0	0	0	0	1	0
ENSG00000227213	13	24252748	24254439	1691	NA	0	0	0	0	2	0	1	0	0	0
ENSG00000227214	6	28986202	28987484	1282	NA	3	0	0	1	0	0	0	0	8	7
ENSG00000227215	6	82932600	82938677	6077	NA	0	0	0	0	1	0	2	0	2	2
ENSG00000227217	1	157691761	157696459	4698	NA	0	0	0	2	8	5	10	9	0	2
ENSG00000227218	9	127934502	127940952	6450	NA	0	1	0	1	28	9	12	17	4	27
ENSG00000227220	6	131950945	132077393	126448	NA	1	0	0	0	0	1	0	0	0	0
ENSG00000227224	3	53474699	53475089	390	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000227225	17	19602258	19603208	950	NA	0	0	0	0	0	0	0	0	0	0
ENSG00000227227	2	186641338	186695287	53949	NA	0	0	0	0	0	0	0	0	1	0
